dependency,frequency,norm,samples
( VBG cc CC ) ( VBG conj VBG ) ( VBG dep JJ ) ( JJ xcomp VB ) ( VB mark TO ) ( VB advmod RB ),1.0,0.000375939849624,"crossing and uncrossing, unable to stand still
"
( VB dobj NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Increased internal temperature and heartbeat
"
( VBG nsubj NNP ) ( NNP cc CC ) ( NNP conj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Torso and feet pointing toward the loved one
"
( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Living vicariously through an alter ego or avatar
"
( NN amod VBN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"An excited flutter in the belly
"
( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Falling to one's knees
"
( VBG dobj NN ) ( NN acl:relcl JJ ) ( JJ cop VBZ ) ( JJ cc CC ) ( JJ conj VBZ ) ( VBZ dobj NN ) ( VBZ nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJS ),1.0,0.000375939849624,"Assuming a pose that's sexy or draws attention to one's best attributes
"
( VBG advmod RB ) ( VBG cc CC ) ( VBG nmod NN ) ( NN advmod RB ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ),1.0,0.000375939849624,"Moving slowly and deliberately toward another person to intimidate
"
( VB dobj NN ) ( VB advcl VBG ) ( VBG dobj JJ ),1.0,0.000375939849624,"Gaze clouding, going distant
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ) ( NN acl:relcl VB ) ( VB aux VB ) ( VB neg RB ) ( VB compound:prt RP ),1.0,0.000375939849624,"Referencing similar events from the past that did not pan out
"
( NN compound NN ) ( NN appos NN ) ( NN dep RP ) ( NN advmod JJ ) ( JJ advmod RB ),1.0,0.000375939849624,"shoulders back, chest out, chin high
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Turning away from the advantage and stalking off
"
( VBG xcomp NN ) ( NN amod JJ ) ( JJ nmod CD ) ( CD case IN ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Becoming unaware of one's environment or other people
"
( NN amod JJ ) ( NN dep VB ) ( VB mark TO ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A still demeanor to aid in observation
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG advmod RB ),1.0,0.000375939849624,"Running hands through one's hair or flipping the hair back
"
( VBG dobj NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG advcl VB ) ( VB mark TO ),1.0,0.000375939849624,"Using books, the internet, and TV to escape
"
( VBG nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Chewing on a fingernail, picking at cuticles
"
( VB advcl VBG ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VB nsubj NN ),1.0,0.000375939849624,"Pinching the bridge of the nose, eyes closed
"
( NN amod JJ ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"An exaggerated eye roll or upward glance
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss PRP$ ),1.0,0.000375939849624,"Using a friend's shoulder as a shelf for your elbow
"
( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( NN case POS ),1.0,0.000375939849624,"An inability to meet another's eyes
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ) ( NN compound NN ),1.0,0.000375939849624,"Ignoring or overlooking any flaws associated with the pride item
"
( VB xcomp VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Lips pressing together in a slight grimace
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG xcomp JJ ) ( JJ nsubj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( JJ advmod RB ) ( JJ advmod RB ),1.0,0.000375939849624,"Elbows pressing into the sides, making one's body as small as possible
"
( VBZ nsubj JJ ) ( JJ appos NN ) ( NN acl VBN ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Arms straight, hands locked into fists
"
( VBN nsubj NNP ) ( VBN advmod RB ) ( VBN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Fingers loosely clasped in one's lap
"
( NN dep VBN ) ( VBN mark IN ) ( VBN aux VBG ) ( VBN dobj NN ) ( VBN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN acl VBG ) ( VBG nmod PRP ) ( PRP case IN ),1.0,0.000375939849624,"Satisfaction at having experienced the event despite any pain or loss resulting from it
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Drawing the mouth into a straight line and biting the lip
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG advmod RB ),1.0,0.000375939849624,"Handling objects or people roughly
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Grabbing fistfuls of one's hair and pulling
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG nmod NN ) ( NN case IN ) ( VBG dep VBG ),1.0,0.000375939849624,"Backing up against a wall, sliding into a corner, hiding
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Telling and retelling stories about the past
"
( NN amod JJ ) ( NN nmod NN ) ( NN case VBG ) ( NN acl:relcl VBZ ) ( VBZ nsubj NN ) ( NN amod JJ ) ( VBZ xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"A gentle tone, using words the other person wants to hear
"
( VBG advmod RB ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Speaking slowly to emphasize hurtful words
"
( NN acl:relcl JJ ) ( JJ cop VBN ) ( JJ advmod RB ),1.0,0.000375939849624,"Lips that are slightly parted
"
( VBN nsubj NN ) ( NN amod VBN ) ( VBN nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Increased blood flow to the extremities
"
( NN nmod NN ) ( NN case IN ) ( NN advmod RB ) ( NN dep NN ),1.0,0.000375939849624,"Weakness in limbs, especially the knees
"
( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Sniffing, wiping at nose
"
( VBG xcomp VB ) ( VB mark TO ) ( VB advmod RB ) ( VB xcomp VBG ) ( VBG dobj PRP ),1.0,0.000375939849624,"Starting to fall then catching oneself
"
( VBG nmod NN ) ( NN case IN ) ( VBG advcl VB ) ( VB case RB ) ( RB mwe IN ) ( VB dobj NN ) ( NN compound NN ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Speaking at the air rather than make eye contact with others
"
( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG advmod WRB ) ( VBG dobj NN ),1.0,0.000375939849624,"Scouting for exits when entering a room
"
( VBN nsubj NN ) ( VBN dep JJ ) ( JJ nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A bright-eyed look, engaging with others or the environment
"
( VBN advcl VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBN nsubj JJ ),1.0,0.000375939849624,"Widening or bulging eyes, a double take
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark IN ) ( VB nsubj NN ) ( NN amod JJ ) ( VB aux MD ) ( VB neg RB ) ( VB xcomp TO ),1.0,0.000375939849624,"Handling distractions so the other person won't have to
"
( VBG dobj NN ) ( NN amod JJR ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Expressing a greater interest in the happiness of others
"
( NN nsubj NNP ) ( NN cop VBZ ),1.0,0.000375939849624,"Laughter at another's expense
"
( VB xcomp VBG ) ( VBG compound:prt RP ) ( RP cc CC ) ( RP dep RP ),1.0,0.000375939849624,"Breath bursting in and out
"
( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG advmod RB ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Pulling in and then slowly releasing a deep breath
"
( VBG xcomp VB ) ( VB mark TO ) ( VB nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj JJ ),1.0,0.000375939849624,"Attempting to hurt through name-calling and personal jabs
"
( NN compound NN ) ( NN dep IN ) ( IN xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ) ( VB dobj NN ),1.0,0.000375939849624,"The tongue darting out to touch or lick the lips
"
( VB dobj NN ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"Shoulders that drop or curl
"
( JJ appos NN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A steady, calm pulse and heartbeat
"
( VBG conj VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RBR ),1.0,0.000375939849624,"Shuffling, creeping, or edging closer
"
( JJ cop VBG ) ( JJ xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ) ( VB nmod NN ) ( NN case IN ) ( NN advmod RB ),1.0,0.000375939849624,"Being unable to think or talk about anything else
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( VBG advcl VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Bolting out of hiding, rushing away from the threat
"
( VBN nsubj JJ ) ( VBN xcomp VBG ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A downward gaze, using the hair as a shield
"
( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A sheen of sweat on the cheeks, chin, and forehead
"
( VBG dobj NN ) ( NN advmod RB ) ( VBG xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ) ( VB advmod RB ),1.0,0.000375939849624,"Suggesting someone else to help or act instead
"
( VBG xcomp JJ ) ( JJ advmod RB ),1.0,0.000375939849624,"Becoming easily offended
"
( NN amod VBN ) ( NN cc CC ) ( NN conj VBN ) ( VBN nsubj NNP ),1.0,0.000375939849624,"A raised eyebrow and a See? look
"
( VB nsubj NN ) ( NN amod JJ ) ( NN appos NN ) ( VB xcomp JJ ),1.0,0.000375939849624,"Heavy arms, the shoulders pulled low
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss JJ ) ( JJ case POS ) ( NN amod JJS ),1.0,0.000375939849624,"Focusing on the other's best attributes
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG ccomp VBZ ) ( VBZ nsubj PRP ) ( VBZ xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Lying or doing whatever it takes to keep a shameful secret
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Telling jokes, laughing frequently
"
( VBG advcl VB ) ( VB mark RB ) ( RB mwe IN ) ( VB nsubj NN ) ( VB aux MD ) ( VB ccomp VB ) ( VB nsubj NN ) ( VB advmod RBR ),1.0,0.000375939849624,"Fidgeting as if movement will make things go faster
"
( NN amod JJ ) ( NN appos CD ) ( CD advmod RB ),1.0,0.000375939849624,"Heartbeat racing, nearly exploding
"
( VBN nmod IN ) ( VBN cc CC ) ( VBN advmod RB ),1.0,0.000375939849624,"Leaning in or forward
"
( VBG dobj NN ) ( NN acl VBN ) ( VBN auxpass VBG ) ( VBN compound:prt RP ),1.0,0.000375939849624,"Ignoring something being handed over
"
( NNP dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ) ( NN amod JJ ),1.0,0.000375939849624,"Holding hands behind the back, gripping one's own wrist
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG advcl VB ) ( VB mark TO ),1.0,0.000375939849624,"Choosing a safe spot to wait
"
( VBN nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Tension in the face, shoulders and neck
"
( VBG dobj NN ) ( VBG advcl VBZ ) ( VBZ mark IN ) ( VBZ nsubj NN ) ( NN advmod RB ),1.0,0.000375939849624,"Compressing the lips while someone else speaks
"
( VB ccomp VB ) ( VB mark IN ) ( VB nsubj PRP ) ( VB aux VBZ ) ( VB neg RB ) ( VB xcomp VB ) ( VB mark TO ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"Tears that one does not try to hide or control
"
( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Hugging, kissing, or other displays of affection
"
( VBN nsubj NN ) ( VBN cop VBN ) ( VBN cc CC ) ( VBN conj RB ),1.0,0.000375939849624,"Shoulders are lowered and loose
"
( VBG advmod RB ) ( VBG cc CC ) ( VBG conj JJ ),1.0,0.000375939849624,"Staring blankly or emotionlessly
"
( NNP dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Offering gifts of time, value, or thoughtfulness
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN amod JJ ),1.0,0.000375939849624,"Purposely ignoring someone's conciliatory efforts
"
( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj NN ),1.0,0.000375939849624,"smiling while shaking the head
"
( NN advmod RB ) ( NN dep NN ),1.0,0.000375939849624,"Slightly parting the legs
"
( NN appos NN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Dizziness, weakness in the legs and knees
"
( VBG neg RB ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN acl:relcl VBZ ) ( VBZ advmod RB ),1.0,0.000375939849624,"Not smiling, or offering a smile that fades quickly
"
( VB dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN amod VBG ),1.0,0.000375939849624,"Hunched posture and a drooping head
"
( VB advcl VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VB nsubj NN ) ( VB dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Crossing one's arms, showing closed body posture
"
( VB advmod RB ) ( VB cc CC ) ( VB conj RB ),1.0,0.000375939849624,"Shoulders straight and back
"
( NNP dep NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Offering a gift, favor, or boon of appreciation
"
( VB nsubj NN ) ( NN acl VBG ) ( VBG compound:prt RP ) ( VBG advcl VBG ),1.0,0.000375939849624,"Eyes going up, looking heavenward
"
( NN compound NN ) ( NN dep VBZ ) ( VBZ cc CC ) ( VBZ conj VBZ ),1.0,0.000375939849624,"Body posture that loosens or collapses
"
( JJ dep VBG ) ( VBG dobj NN ) ( JJ parataxis VB ) ( VB cc RB ) ( RB dep IN ) ( VB mark TO ),1.0,0.000375939849624,"Purposely closing the eyes, as if to process
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Tilting the head to the ceiling and letting out a heavy sigh
"
( VBG advmod RB ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Repeatedly running the hands through the hair
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG cc RB ) ( RB cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ),1.0,0.000375939849624,"Holding a plate of food but not eating it
"
( JJ dep NN ) ( NN nmod NN ) ( NN case TO ) ( NN cc CC ) ( NN conj NN ) ( JJ dep NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Attentiveness to tasks or people connected with one's goal
"
( VB advcl VBG ) ( VBG advmod WRB ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Openness when dealing with people
"
( VBG nmod IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc RB ) ( RB dep IN ) ( VBG conj VBG ),1.0,0.000375939849624,"Rubbing at or massaging one's chest as if pained
"
( VB dobj NN ) ( VB nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Visible tension in the neck, shoulders, and arms
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN nmod NN ) ( NN case IN ) ( VBG advcl JJ ) ( JJ advmod WRB ) ( JJ nsubj PRP ) ( JJ cop VBN ),1.0,0.000375939849624,"Using the victim's name in dialogue when they are present
"
( VB nsubj NNP ) ( NNP compound NNP ) ( VB dobj NN ),1.0,0.000375939849624,"Fingers touching parted lips
"
( VBG xcomp VB ) ( VB nsubj NN ) ( VB dep RB ) ( RB dep IN ) ( VB mark RB ) ( RB mwe IN ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Holding the arms out wide as if to hug the world
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Crossing one's arms, holding onto one's shoulders
"
( VBZ nsubj NN ) ( NN amod JJ ) ( VBZ advmod RB ),1.0,0.000375939849624,"Mean-spirited talk behind another's back
"
( NN cop VBG ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Being at a loss for words
"
( VBG xcomp JJ ) ( JJ advcl VBN ) ( VBN mark IN ) ( VBN dobj WP ) ( VBN nsubj NN ),1.0,0.000375939849624,"Appearing unaffected by what others think
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ),1.0,0.000375939849624,"Cracking the knuckles, or other stalling' gestures
"
( VBG nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG advmod RB ) ( VBG dobj PRP ),1.0,0.000375939849624,"Drawing in breath, then releasing it
"
( VBG xcomp VB ) ( VB mark TO ) ( VBG dep VBG ) ( VBG dobj NN ) ( VBG advcl JJ ) ( JJ mark TO ) ( JJ cop VB ),1.0,0.000375939849624,"Straining to hear, shushing others to be quiet
"
( VB dobj NN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Tense arms, shoulders, or face
"
( VBG dobj NN ) ( VBG xcomp JJ ) ( JJ mark TO ) ( JJ cop VB ),1.0,0.000375939849624,"Buzzing the lips to be rude
"
( VBN nsubj NN ) ( NN amod JJ ),1.0,0.000375939849624,"A slight head shake
"
( JJ dep VBG ) ( VBG dep VBG ) ( VBG xcomp JJ ),1.0,0.000375939849624,"Expression blanching, going pale
"
( VBG cc RB ) ( RB mwe IN ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Slumping rather than sitting straight
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG advcl VB ) ( VB mark TO ) ( VB advmod RB ),1.0,0.000375939849624,"Flashing a cold smile to show insincerity
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"Demanding proof or evidence to support
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Racing heartbeat, drumming in the chest
"
( VBG dep VBG ) ( VBG compound:prt RP ) ( VBG dobj NN ),1.0,0.000375939849624,"Stuttering, choking out words
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Using hair to hide one's face
"
( VBG dobj NN ) ( NN compound NN ) ( NN appos NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Clasping the hands tightly, a whitening of the knuckles
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Running away with no destination in mind
"
( VBG advmod RP ) ( VBG advmod RB ) ( RB advmod RB ),1.0,0.000375939849624,"Looking all around, especially behind
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Checking and rechecking hair or makeup in a mirror
"
( VB iobj NN ) ( VB dobj NN ) ( VB advcl VB ) ( VB mark IN ) ( VB mark IN ) ( VB nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"hand clasping the chin as if struck by deep thoughts
"
( NN amod JJ ) ( NN cc CC ) ( NN acl VBN ) ( VBN advmod NN ),1.0,0.000375939849624,"A high chin and exposed neck
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Tipping or turning the head to the side
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),1.0,0.000375939849624,"Speaking in a bubbly or loud tone
"
( VB dep NN ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"arms loose at the sides
"
( JJ nsubj NN ) ( JJ cop VBN ) ( JJ xcomp JJ ),1.0,0.000375939849624,"Features are smooth, expressionless
"
( VBG dobj NN ) ( NN amod JJ ) ( JJ advmod RB ) ( JJ dep IN ),1.0,0.000375939849624,"Massaging the temples, as if weary
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ) ( NN cc CC ) ( NN conj NN ) ( NN advmod RB ) ( RB nmod:npmod NN ),1.0,0.000375939849624,"causing a chair to tip or scuff the floor loudly
"
( VBG advcl VB ) ( VB advmod WRB ),1.0,0.000375939849624,"Flinching when touched
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN dep FW ),1.0,0.000375939849624,"Seeking the safety of darkness, an exit, etc.
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG dep VBG ),1.0,0.000375939849624,"Talking behind someone's back, gossiping
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ) ( VBG compound:prt RP ),1.0,0.000375939849624,"Taking a deep breath and holding it in
"
